trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.8799687098362042}",20,0,-132.93630733080752,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
552,False,"{'a': 0.5, 'e': 0.8795408250204733}",35,0,-21.349585263520552,"{0: 29, 1: 1, 2: 5, 3: 0, 4: 0}",0
553,False,"{'a': 0.5, 'e': 0.8791122277767222}",25,3,-76.56779434664591,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 1}",1
554,False,"{'a': 0.5, 'e': 0.8786829184521147}",20,0,-158.68279644118422,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
555,False,"{'a': 0.5, 'e': 0.8782528973943912}",20,0,-51.2043148888519,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.8778221649518688}",20,0,-52.0258587124264,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
557,False,"{'a': 0.5, 'e': 0.8773907214734409}",30,0,-151.9258881204456,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
558,False,"{'a': 0.5, 'e': 0.8769585673085766}",20,0,-32.92801241957526,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.8765257028073206}",30,18,-7.033005392012122,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.8760921283202933}",30,0,-215.40940690177445,"{0: 18, 1: 0, 2: 8, 3: 0, 4: 4}",0
561,False,"{'a': 0.5, 'e': 0.87565784419869}",20,0,-104.86782655388754,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
562,False,"{'a': 0.5, 'e': 0.8752228507942807}",35,0,-296.44026055990315,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 6}",0
563,False,"{'a': 0.5, 'e': 0.8747871484594102}",20,0,-10.798805634199367,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.8743507375469972}",25,0,-255.14569455586144,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 5}",0
565,False,"{'a': 0.5, 'e': 0.8739136184105347}",25,0,-20.618694139626477,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.8734757914040889}",30,0,-67.90320757028852,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
567,False,"{'a': 0.5, 'e': 0.8730372568822999}",25,0,-253.2846564278348,"{0: 6, 1: 6, 2: 9, 3: 1, 4: 3}",0
568,False,"{'a': 0.5, 'e': 0.8725980152003806}",20,0,-56.94179425725468,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.8721580667141167}",20,0,-24.793952921250497,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 0.8717174117798664}",25,0,-136.67978628771343,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
571,False,"{'a': 0.5, 'e': 0.8712760507545603}",30,0,-66.97055538715645,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
572,False,"{'a': 0.5, 'e': 0.8708339839957007}",25,0,-131.55222115928746,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
573,False,"{'a': 0.5, 'e': 0.8703912118613616}",30,0,-124.85271483685987,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.8699477347101885}",20,0,-22.139162986352552,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
575,False,"{'a': 0.5, 'e': 0.8695035529013979}",20,0,-160.79109790696475,"{0: 10, 1: 3, 2: 2, 3: 3, 4: 2}",0
576,False,"{'a': 0.5, 'e': 0.869058666794777}",20,0,-122.94052279133427,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
577,False,"{'a': 0.5, 'e': 0.8686130767506834}",30,18,-24.320722470919122,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.8681667831300452}",25,0,-43.78431630238256,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
579,False,"{'a': 0.5, 'e': 0.8677197862943601}",20,0,-119.55940657161077,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.8672720866056955}",20,0,-74.2936830659078,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
581,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-209.86804513048713,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 3}",0
582,False,"{'a': 0.5, 'e': 0.866374580120544}",20,8,-78.65704365231697,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
583,False,"{'a': 0.5, 'e': 0.8659247740510373}",20,0,-56.08121400345335,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
584,False,"{'a': 0.5, 'e': 0.8654742665825109}",25,0,-172.05299816483537,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.8650230580798759}",30,15,-35.615289502673626,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.8645711489086111}",20,0,-74.11982555244772,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.8641185394347629}",20,0,-104.2446270667157,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.8636652300249451}",30,8,-134.70801690105012,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 1}",1
589,False,"{'a': 0.5, 'e': 0.8632112210463382}",20,0,-115.46877515732577,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.8627565128666894}",30,0,-115.63586779090339,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.8623011058543124}",25,0,-73.35244192526963,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.8618450003780868}",35,0,-43.66541485699832,"{0: 24, 1: 5, 2: 6, 3: 0, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.861388196807458}",30,0,-89.99324001108839,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.8609306955124368}",20,0,-125.92136730375586,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
595,False,"{'a': 0.5, 'e': 0.8604724968635995}",20,0,-52.34164287849997,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.8600136012320866}",25,0,-93.18529073303563,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
597,False,"{'a': 0.5, 'e': 0.8595540089896038}",30,10,-170.7388233423833,"{0: 10, 1: 2, 2: 2, 3: 4, 4: 2}",1
598,False,"{'a': 0.5, 'e': 0.8590937205084207}",20,9,-11.221419116984283,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.858632736161371}",30,0,-94.96826227793291,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
600,False,"{'a': 0.5, 'e': 0.8581710563218519}",25,0,-59.432397644336994,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.8577086813638242}",30,4,-113.58415857312662,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.8572456116618113}",20,0,-42.78696862333286,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.8567818475909}",30,0,-106.13121119853504,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.856317389526739}",25,0,-120.55519647391596,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.8558522378455392}",20,0,-84.72430917975753,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
606,False,"{'a': 0.5, 'e': 0.8553863929240736}",25,0,-74.43534928575424,"{0: 19, 1: 0, 2: 2, 3: 4, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.8549198551396764}",30,0,-53.70039016370176,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.8544526248702433}",20,0,-91.46430806863131,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
609,False,"{'a': 0.5, 'e': 0.8539847024942309}",20,14,13.272171481464678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.8535160883906561}",35,0,-95.22401268052914,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.8530467829390964}",30,0,-166.57729395390265,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
612,False,"{'a': 0.5, 'e': 0.8525767865196892}",20,0,-52.87770448793537,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.8521060995131313}",30,0,-89.14769262204894,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
614,False,"{'a': 0.5, 'e': 0.8516347223006796}",20,14,-11.929421084458045,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.8511626552641494}",20,0,-146.8666912291135,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
616,False,"{'a': 0.5, 'e': 0.8506898987859148}",30,0,-134.05609710952396,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
617,False,"{'a': 0.5, 'e': 0.8502164532489088}",25,0,-60.079152992749485,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.8497423190366222}",25,0,-130.87159406205052,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
619,False,"{'a': 0.5, 'e': 0.8492674965331036}",30,0,-108.20515947547507,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
620,False,"{'a': 0.5, 'e': 0.8487919861229593}",25,0,-211.75132474926016,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
621,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-162.68567380304165,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
622,False,"{'a': 0.5, 'e': 0.8478389031240039}",30,6,-110.88609190870254,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 2}",1
623,False,"{'a': 0.5, 'e': 0.8473613313071899}",30,8,-95.25694933794375,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
624,False,"{'a': 0.5, 'e': 0.8468830731277439}",30,0,-65.73065887062094,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.8464041289730551}",20,0,-104.87225862631624,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.8459244992310679}",20,0,-56.829591793284905,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
627,False,"{'a': 0.5, 'e': 0.8454441842902828}",20,0,-95.91709551257125,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.8449631845397545}",20,0,-99.29728432912829,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
629,False,"{'a': 0.5, 'e': 0.844481500369093}",25,0,-174.22455857424316,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
630,False,"{'a': 0.5, 'e': 0.8439991321684623}",25,0,-214.3085780237099,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
631,False,"{'a': 0.5, 'e': 0.8435160803285807}",30,17,-77.24493490426295,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
632,False,"{'a': 0.5, 'e': 0.8430323452407202}",25,0,-38.02822211845339,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
633,False,"{'a': 0.5, 'e': 0.8425479272967061}",25,0,-129.1300403271564,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
634,False,"{'a': 0.5, 'e': 0.842062826888917}",30,10,-146.5816738898173,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",1
635,False,"{'a': 0.5, 'e': 0.8415770444102841}",20,0,-86.45877219098293,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
636,False,"{'a': 0.5, 'e': 0.8410905802542913}",30,0,-70.09584970636125,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
637,False,"{'a': 0.5, 'e': 0.8406034348149745}",25,4,-68.36188124480107,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.8401156084869214}",25,0,-24.58223156701188,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.8396271016652714}",25,2,-112.9661753589509,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 2}",1
640,False,"{'a': 0.5, 'e': 0.839137914745715}",25,0,-92.28600193179525,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
641,False,"{'a': 0.5, 'e': 0.8386480481244935}",20,0,-129.31043837899108,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.8381575021983988}",20,8,-69.21633630889656,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.8376662773647732}",25,0,-141.81750784903562,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
644,False,"{'a': 0.5, 'e': 0.8371743740215086}",20,0,-100.24010499658355,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
645,False,"{'a': 0.5, 'e': 0.836681792567047}",20,0,-124.67560735628524,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
646,False,"{'a': 0.5, 'e': 0.8361885334003791}",20,4,-115.11988073765347,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.8356945969210449}",20,0,-37.21063347327984,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
648,False,"{'a': 0.5, 'e': 0.8351999835291328}",25,0,-99.95208872153783,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.8347046936252799}",30,3,-62.768972320897824,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.8342087276106706}",25,0,-181.5679337377098,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
651,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,13,-25.085252475594036,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.8332147688566606}",35,0,-99.36125559285217,"{0: 28, 1: 0, 2: 4, 3: 1, 4: 2}",0
653,False,"{'a': 0.5, 'e': 0.8327167769223665}",30,0,-210.23362796936382,"{0: 16, 1: 4, 2: 3, 3: 5, 4: 2}",0
654,False,"{'a': 0.5, 'e': 0.8322181104875285}",20,0,-90.85896986782794,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.8317187699560664}",25,0,-95.46550452887607,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
656,False,"{'a': 0.5, 'e': 0.8312187557324463}",20,5,-42.55092269536403,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.8307180682216795}",20,0,-58.958565689022876,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.8302167078293228}",35,0,-158.02523616523862,"{0: 23, 1: 7, 2: 1, 3: 1, 4: 3}",0
659,False,"{'a': 0.5, 'e': 0.8297146749614781}",20,6,-45.716207211202196,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
660,False,"{'a': 0.5, 'e': 0.8292119700247922}",25,0,-55.43508738873193,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.8287085934264558}",25,10,-47.45113570569832,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
662,False,"{'a': 0.5, 'e': 0.828204545574204}",30,13,-36.30296130157626,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.8276998268763156}",20,0,-107.15849483726866,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
664,False,"{'a': 0.5, 'e': 0.8271944377416127}",20,0,-97.42243292425168,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
665,False,"{'a': 0.5, 'e': 0.8266883785794605}",25,0,-185.07659481745014,"{0: 13, 1: 0, 2: 8, 3: 2, 4: 2}",0
666,False,"{'a': 0.5, 'e': 0.8261816497997668}",25,0,-197.03383153839982,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
667,False,"{'a': 0.5, 'e': 0.825674251812982}",35,9,-95.38603847516761,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.8251661850300983}",25,0,-105.70962452538622,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.8246574498626499}",20,0,-57.05454316466059,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
670,False,"{'a': 0.5, 'e': 0.8241480467227121}",25,0,-138.1771243464736,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
671,False,"{'a': 0.5, 'e': 0.8236379760229016}",20,0,-147.57100014355532,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.8231272381763756}",30,3,-70.09729190582527,"{0: 19, 1: 0, 2: 6, 3: 2, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.8226158335968315}",20,0,-62.10805786806316,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.8221037626985073}",20,9,-38.31539480077309,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.5, 'e': 0.8215910258961803}",25,0,-116.03622585274671,"{0: 14, 1: 3, 2: 4, 3: 4, 4: 0}",0
676,False,"{'a': 0.5, 'e': 0.8210776236051672}",35,0,-175.82201904266924,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
677,False,"{'a': 0.5, 'e': 0.8205635562413238}",20,0,-99.71153391583469,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.8200488242210447}",30,0,-65.26048104897761,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.8195334279612629}",20,1,-60.71567254419312,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
680,False,"{'a': 0.5, 'e': 0.8190173678794493}",20,6,-63.28585082986304,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-81.41234512289412,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.8179832579222983}",20,4,-41.95762211853,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
683,False,"{'a': 0.5, 'e': 0.8174652088845901}",25,0,-37.80405425544029,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.8169464977001073}",30,17,-11.337122093360051,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.816427124789006}",20,0,-12.19735629550549,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.8159070905719784}",20,0,-98.13622158264988,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
687,False,"{'a': 0.5, 'e': 0.815386395470252}",20,0,-139.75460983990547,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
688,False,"{'a': 0.5, 'e': 0.8148650399055898}",25,0,-46.52428722048153,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.8143430243002899}",25,0,-4.218076022144309,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
690,False,"{'a': 0.5, 'e': 0.8138203490771848}",20,0,-18.8240136921883,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.8132970146596414}",20,0,-83.8097887722513,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
692,False,"{'a': 0.5, 'e': 0.8127730214715606}",35,0,-234.192908959844,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 5}",0
693,False,"{'a': 0.5, 'e': 0.8122483699373769}",20,5,-56.72545605827258,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.8117230604820579}",25,0,-117.36973926774017,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
695,False,"{'a': 0.5, 'e': 0.8111970935311044}",20,0,-80.38974158816313,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
696,False,"{'a': 0.5, 'e': 0.8106704695105494}",20,0,-221.0748604239401,"{0: 7, 1: 2, 2: 6, 3: 2, 4: 3}",0
697,False,"{'a': 0.5, 'e': 0.8101431888469585}",20,0,-28.92633272897532,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
698,False,"{'a': 0.5, 'e': 0.8096152519674288}",35,3,-150.34282732875485,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 3}",1
699,False,"{'a': 0.5, 'e': 0.8090866592995893}",30,0,-121.11786999103266,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
700,False,"{'a': 0.5, 'e': 0.8085574112716001}",30,0,-218.63719795633665,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 4}",0
701,False,"{'a': 0.5, 'e': 0.8080275083121519}",25,0,-1.2847915837747412,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
702,False,"{'a': 0.5, 'e': 0.8074969508504661}",20,4,-145.15057855831253,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 3}",1
703,False,"{'a': 0.5, 'e': 0.8069657393162943}",20,0,-23.930866089238865,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
704,False,"{'a': 0.5, 'e': 0.806433874139918}",20,0,-54.44622803192641,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.8059013557521474}",25,16,-17.270019107331542,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.8053681845843229}",20,0,-21.805722280119028,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
707,False,"{'a': 0.5, 'e': 0.8048343610683129}",35,0,-76.32082010915568,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
708,False,"{'a': 0.5, 'e': 0.8042998856365143}",20,0,-81.675188021587,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.8037647587218524}",30,0,-171.0111619578801,"{0: 16, 1: 4, 2: 5, 3: 4, 4: 1}",0
710,False,"{'a': 0.5, 'e': 0.8032289807577799}",30,0,-46.61790945387622,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.802692552178277}",25,0,-154.4325387044653,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
712,False,"{'a': 0.5, 'e': 0.8021554734178505}",25,0,-131.96954338317795,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
713,False,"{'a': 0.5, 'e': 0.8016177449115345}",20,0,-20.399042393993142,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
714,False,"{'a': 0.5, 'e': 0.801079367094889}",20,8,-1.4879590890135408,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.8005403404039999}",35,0,-99.52362103035564,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
716,False,"{'a': 0.5, 'e': 0.8000006652754789}",30,0,-128.7045722538532,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",1
717,False,"{'a': 0.5, 'e': 0.7994603421464627}",25,0,-153.81899827956227,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
718,False,"{'a': 0.5, 'e': 0.7989193714546131}",20,0,-119.87723756520907,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
719,False,"{'a': 0.5, 'e': 0.7983777536381162}",20,0,-57.11341191151391,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
720,False,"{'a': 0.5, 'e': 0.7978354891356827}",20,3,-126.86604191581897,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 2}",1
721,False,"{'a': 0.5, 'e': 0.7972925783865464}",30,0,-76.79802939979606,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.7967490218304654}",25,3,-4.932413783180614,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.7962048199077203}",20,0,-63.8366532987098,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
724,False,"{'a': 0.5, 'e': 0.7956599730591144}",20,0,-53.28143011282736,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
725,False,"{'a': 0.5, 'e': 0.795114481725974}",35,0,-80.75934267580921,"{0: 28, 1: 1, 2: 3, 3: 2, 4: 1}",0
726,False,"{'a': 0.5, 'e': 0.7945683463501467}",20,0,-119.43629109026158,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
727,False,"{'a': 0.5, 'e': 0.7940215673740024}",25,7,-2.7390303990735854,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.793474145240432}",30,0,-72.49805343418826,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
729,False,"{'a': 0.5, 'e': 0.7929260803928473}",30,0,-77.47641529734163,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
730,False,"{'a': 0.5, 'e': 0.7923773732751808}",25,0,-96.81535074451823,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
731,False,"{'a': 0.5, 'e': 0.7918280243318853}",20,0,-168.0761984344555,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
732,False,"{'a': 0.5, 'e': 0.7912780340079334}",20,4,-40.35301303730566,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.7907274027488171}",20,6,5.155124683015203,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.790176131000548}",30,0,-142.17715185536278,"{0: 22, 1: 1, 2: 2, 3: 3, 4: 2}",0
