trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.986614747875101}",20,0,-76.35314121517841,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.98646758665608}",25,0,-229.20945588580184,"{0: 11, 1: 3, 2: 5, 3: 3, 4: 3}",0
185,False,"{'a': 0.5, 'e': 0.9863196263983679}",25,0,-123.23246652268584,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9861708672218122}",20,0,-99.44400109757783,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.986021309246908}",20,0,-111.2340454371393,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9858709525947973}",25,0,-187.2924250838155,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
189,False,"{'a': 0.5, 'e': 0.9857197973872688}",30,0,-162.40806255113975,"{0: 14, 1: 4, 2: 10, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9855678437467583}",25,0,-91.28957849634583,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9854150917963483}",30,0,-166.19682045275985,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9852615416597679}",20,0,-84.50455346327162,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9851071934613925}",25,0,-206.2445727408568,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
194,False,"{'a': 0.5, 'e': 0.9849520473262444}",20,0,-72.18631665666446,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.9847961033799917}",25,0,-173.71394548584078,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9846393617489492}",25,0,-206.32025857779126,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
197,False,"{'a': 0.5, 'e': 0.9844818225600774}",25,0,-171.97962857989518,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9843234859409832}",30,0,-161.45278175363507,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.9841643520199193}",20,0,-141.42317926154038,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9840044209257839}",25,10,-44.0300204820831,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.9838436927881214}",25,0,-105.01412133086097,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9836821677371216}",20,0,-154.35397051667996,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
203,False,"{'a': 0.5, 'e': 0.9835198459036196}",20,0,-86.24467879915785,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.9833567274190963}",20,0,-76.97997780020216,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.9831928124156776}",20,0,-101.509636832793,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9830281010261345}",25,0,-85.99831671591268,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.9828625933838834}",35,0,-73.7579480607331,"{0: 25, 1: 6, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9826962896229853}",25,0,-57.27133764959385,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.9825291898781464}",25,0,-132.45344030447137,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9823612942847174}",20,0,-106.96281388913249,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9821926029786937}",20,10,-46.82998489306684,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.9820231160967153}",35,0,-224.23855605464675,"{0: 15, 1: 8, 2: 8, 3: 2, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9818528337760666}",30,0,-229.7072060791711,"{0: 15, 1: 1, 2: 10, 3: 1, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.9816817561546762}",20,0,-63.284206754440866,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.981509883371117}",25,9,-113.51163913963914,"{0: 7, 1: 4, 2: 2, 3: 2, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.981337215564606}",20,0,-113.92188382190811,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.9811637528750039}",20,0,-219.9985877557185,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 4}",0
218,False,"{'a': 0.5, 'e': 0.9809894954428157}",25,0,-4.760397121315729,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9808144434091898}",25,0,-147.57843300903804,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",1
220,False,"{'a': 0.5, 'e': 0.9806385969159184}",25,0,-92.58365810426818,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9804619561054371}",30,0,-229.93523138962044,"{0: 14, 1: 3, 2: 9, 3: 1, 4: 3}",0
222,False,"{'a': 0.5, 'e': 0.9802845211208249}",30,0,-219.2208522175809,"{0: 13, 1: 6, 2: 6, 3: 3, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.9801062921058042}",20,0,-140.3863417977443,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9799272692047406}",20,0,-93.01588442428314,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.9797474525626424}",30,0,-197.39903106906257,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.9795668423251612}",25,0,-69.29217447286382,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.9793854386385914}",30,0,-154.9636976143824,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.9792032416498697}",30,0,-153.92612974230173,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.9790202515065759}",20,0,-129.6733906533913,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.9788364683569318}",20,1,-88.10467257685303,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.978651892349802}",25,0,-120.26895841869165,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.9784665236346929}",25,0,-109.76811911995827,"{0: 19, 1: 2, 2: 0, 3: 2, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.978280362361753}",25,0,-145.2578769645363,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9780934086817732}",20,0,-133.32178728539904,"{0: 8, 1: 1, 2: 8, 3: 3, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9779056627461857}",20,0,-118.22024167559925,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.9777171247070651}",30,0,-104.90263596560484,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.9775277947171267}",25,4,-47.84972377653515,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.9773376729297281}",20,0,-147.06404608821464,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.9771467594988679}",35,0,-266.2067115964409,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 5}",0
240,False,"{'a': 0.5, 'e': 0.9769550545791859}",35,0,-148.60482406746135,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.9767625583259631}",20,0,-147.35098193391843,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
242,False,"{'a': 0.5, 'e': 0.9765692708951215}",25,0,-90.12475532075338,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.9763751924432238}",20,0,-110.96135830738801,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.9761803231274737}",20,0,-147.60533306286243,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9759846631057152}",20,0,-192.2126664106457,"{0: 9, 1: 0, 2: 8, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.9757882125364329}",20,0,-17.217302640053024,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.9755909715787519}",30,0,-117.21469724841751,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.9753929403924371}",25,10,-63.87926423985426,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.975194119137894}",20,0,-137.01294401739727,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
250,False,"{'a': 0.5, 'e': 0.9749945079761677}",35,0,-93.55771793676742,"{0: 22, 1: 5, 2: 6, 3: 2, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.9747941070689433}",20,0,-36.26401264171426,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.9745929165785454}",30,4,-86.9699835404708,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.9743909366679384}",20,0,-101.6832006378624,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.974188167500726}",30,0,-142.86775774897038,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
255,False,"{'a': 0.5, 'e': 0.9739846092411512}",20,13,-7.880219593101108,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.9737802620540961}",20,0,-110.13815322757716,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.973575126105082}",25,0,-114.57369148834438,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.973369201560269}",25,0,-99.16256177864268,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9731624885864559}",30,0,-136.0268147501236,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9729549873510803}",20,0,-94.4202950776243,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.9727466980222181}",35,0,-154.80120732642206,"{0: 19, 1: 4, 2: 10, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.9725376207685837}",20,3,-115.55583147986688,"{0: 7, 1: 5, 2: 2, 3: 2, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.9723277557595297}",35,0,-269.6804594633587,"{0: 19, 1: 0, 2: 10, 3: 2, 4: 4}",0
264,False,"{'a': 0.5, 'e': 0.9721171031650467}",25,0,-96.47944858042283,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9719056631557632}",20,0,-93.29426451281475,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9716934359029458}",20,0,-155.74738631020966,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
267,False,"{'a': 0.5, 'e': 0.9714804215784983}",20,11,-38.244917373600785,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.9712666203549626}",20,0,-166.41551199813557,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.9710520324055174}",25,0,-186.89740096258512,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
270,False,"{'a': 0.5, 'e': 0.9708366579039791}",25,0,-81.39536538735547,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.970620497024801}",20,0,-128.42190784528538,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9704035499430733}",25,0,-72.70607238298741,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.9701858168345232}",30,0,-138.04756691012506,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.9699672978755146}",20,0,-172.95895729817107,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
275,False,"{'a': 0.5, 'e': 0.9697479932430477}",25,0,-162.2517096369557,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.9695279031147593}",30,0,-140.31620790204343,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.9693070276689224}",20,0,-106.57464431577219,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.969085367084446}",20,0,-196.67033629518997,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
279,False,"{'a': 0.5, 'e': 0.9688629215408754}",20,0,-82.9607001563466,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.9686396912183912}",20,0,-103.19243957916323,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-106.62646113762901,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.9681908769605841}",25,0,-71.3243016170754,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.9679652933888009}",20,0,-105.94159464590547,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9677389257651828}",25,0,-102.04898560969576,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.9675117742730878}",25,0,-165.40736989728998,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.9672838390965085}",35,5,-184.38219711667284,"{0: 18, 1: 1, 2: 5, 3: 4, 4: 2}",1
287,False,"{'a': 0.5, 'e': 0.9670551204200725}",25,0,-236.81010400941344,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
288,False,"{'a': 0.5, 'e': 0.9668256184290417}",20,0,-149.3078115335184,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.9665953333093129}",25,0,-56.20261601830131,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.9663642652474169}",20,5,-2.656620500324462,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.966132414430519}",35,0,-198.6613468046444,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.9658997810464183}",20,8,-32.12416043154301,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.9656663652835475}",25,0,-109.63821301769198,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.9654321673309738}",20,0,-87.79794517500792,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.9651971873783973}",30,0,-222.194637573856,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.9649614256161518}",30,0,-70.43852629509483,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.9647248822352044}",20,0,-104.79943933520757,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.9644875574271551}",30,0,-83.97068772143233,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9642494513842369}",20,0,-62.31925351523399,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.9640105642993159}",30,0,-133.1196050659444,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,14,-10.396766989792653,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.9635304477780917}",20,0,-119.27726963052751,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.963289218730683}",30,0,-144.38893651203347,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.9630472094190596}",35,0,-238.35047764572658,"{0: 19, 1: 4, 2: 8, 3: 0, 4: 4}",0
305,False,"{'a': 0.5, 'e': 0.9628044200392494}",30,1,-234.95071236518905,"{0: 18, 1: 0, 2: 4, 3: 3, 4: 4}",1
306,False,"{'a': 0.5, 'e': 0.9625608507879115}",20,0,-105.32709354729084,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9623165018623372}",25,0,-102.35788618304339,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.962071373460449}",20,0,-90.68723757522102,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.9618254657808009}",20,0,-84.68040772223684,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9615787790225779}",25,0,-150.48612889115466,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.9613313133855966}",25,0,-97.94379643920061,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.9610830690703042}",20,0,-73.14318045606203,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9608340462777781}",20,0,-166.77514110211436,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
314,False,"{'a': 0.5, 'e': 0.9605842452097272}",20,0,-43.37577861004234,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.9603336660684902}",20,0,-44.44522063500183,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.9600823090570362}",20,12,-42.558129508817046,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.9598301743789643}",25,0,-241.9681941941987,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
318,False,"{'a': 0.5, 'e': 0.9595772622385037}",20,0,-188.45786689257764,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
319,False,"{'a': 0.5, 'e': 0.9593235728405131}",20,0,-95.17642138655023,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9590691063904809}",20,0,-63.012044190322875,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.9588138630945251}",25,0,-103.32760054318847,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.9585578431593925}",25,0,-220.36358090052974,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
323,False,"{'a': 0.5, 'e': 0.9583010467924594}",25,1,-89.20817685714688,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.9580434742017307}",30,0,-72.23842928879175,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.9577851255958405}",25,13,-48.6214997332755,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.9575260011840507}",25,0,-125.84496240265534,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.9572661011762524}",20,0,-90.3551961109117,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.9570054257829645}",30,0,-212.0356379580925,"{0: 17, 1: 0, 2: 9, 3: 1, 4: 3}",0
329,False,"{'a': 0.5, 'e': 0.956743975215334}",25,0,-187.74778569240638,"{0: 13, 1: 5, 2: 2, 3: 2, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.956481749685136}",20,0,-149.28140759357285,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.9562187494047729}",20,0,-122.1443454954338,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.9559549745872751}",20,8,-85.03954559782223,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
333,False,"{'a': 0.5, 'e': 0.9556904254463002}",30,0,-78.4406634754591,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.9554251021961329}",30,0,-140.78741628153534,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
335,False,"{'a': 0.5, 'e': 0.955159005051685}",30,0,-94.42728253875754,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.9548921342284954}",35,0,-220.33474788199885,"{0: 22, 1: 1, 2: 6, 3: 3, 4: 3}",0
337,False,"{'a': 0.5, 'e': 0.9546244899427292}",20,0,-77.13930627445266,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.9543560724111783}",25,0,-58.31235312867217,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.9540868818512609}",20,0,-166.95671245450754,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
340,False,"{'a': 0.5, 'e': 0.9538169184810215}",20,0,-73.30775128445536,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.9535461825191301}",30,0,-274.52853305415255,"{0: 15, 1: 3, 2: 4, 3: 4, 4: 4}",0
342,False,"{'a': 0.5, 'e': 0.9532746741848831}",30,8,-158.97045611469701,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 3}",1
343,False,"{'a': 0.5, 'e': 0.9530023936982022}",20,0,-67.52451549278463,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.9527293412796344}",30,0,-83.04671140413068,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.9524555171503523}",20,0,-28.280709427855836,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.9521809215321533}",20,0,-147.90253230635795,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
347,False,"{'a': 0.5, 'e': 0.95190555464746}",30,0,-170.84706792517937,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
348,False,"{'a': 0.5, 'e': 0.9516294167193194}",30,0,-63.52291624318437,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.9513525079714035}",20,13,0.17108492233474237,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.951074828628008}",20,0,-109.67379977132686,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.9507963789140532}",20,0,-111.42844362921021,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.9505171590550836}",20,0,-128.73254353185604,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.9502371692772672}",20,0,-55.08365262465001,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.9499564098073955}",30,0,-179.78587136702555,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
355,False,"{'a': 0.5, 'e': 0.9496748808728839}",20,0,-69.13624053506355,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.9493925827017706}",25,0,-155.51118388927864,"{0: 13, 1: 6, 2: 2, 3: 2, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.9491095155227174}",20,0,-95.65017975320961,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.9488256795650084}",25,0,-148.1089032755943,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",0
359,False,"{'a': 0.5, 'e': 0.9485410750585508}",20,0,-119.20258734591415,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.9482557022338743}",20,0,-96.33204429653719,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.9479695613221308}",30,0,-132.98782376131555,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",1
362,False,"{'a': 0.5, 'e': 0.9476826525550945}",25,0,-92.11395405901362,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.9473949761651616}",20,0,-74.0641751406737,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.9471065323853496}",35,0,-53.84798135657245,"{0: 26, 1: 1, 2: 8, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.9468173214492982}",35,0,-186.79646445406766,"{0: 21, 1: 0, 2: 11, 3: 1, 4: 2}",0
366,False,"{'a': 0.5, 'e': 0.9465273435912682}",20,0,-159.47926578918694,"{0: 12, 1: 0, 2: 3, 3: 3, 4: 2}",0
